AISC_Manual_Label,W,A,Ix (in^4),Sx
ST155X37,37.00,4730.00,-1413400000000.00,-2326100000000.00
ST155X30.35,30.40,3850.00,-1415100000000.00,-2328900000000.00
ST155X26,26.00,3300.00,-1416800000000.00,-2331700000000.00
ST155X23.65,23.70,3000.00,-1418500000000.00,-2334500000000.00
ST125X26,26.00,3320.00,-1420200000000.00,-2337300000000.00
ST125X18.9,18.90,2400.00,-1421900000000.00,-2340100000000.00
ST100X17,17.00,2180.00,-1423600000000.00,-2342900000000.00
ST100X13.7,13.70,1740.00,-1425300000000.00,-2345700000000.00
ST75X12.85,12.90,1630.00,-1427000000000.00,-2348500000000.00
ST75X9.3,9.30,1180.00,-1428700000000.00,-2351300000000.00
ST65X7.5,7.50,942.00,-1430400000000.00,-2354100000000.00
ST50X7.05,7.05,903.00,-1432100000000.00,-2356900000000.00
ST50X5.75,5.75,729.00,-1433800000000.00,-2359700000000.00
ST37.5X5.6,5.60,710.00,-1435500000000.00,-2362500000000.00
ST37.5X4.25,4.25,535.00,-1437200000000.00,-2365300000000.00
2L203X203X28.6,169.00,21700.00,-1438900000000.00,-2368100000000.00
2L203X203X28.6X9,169.00,21700.00,-1440600000000.00,-2370900000000.00
2L203X203X28.6X19,169.00,21700.00,-1442300000000.00,-2373700000000.00
2L203X203X25.4,152.00,19500.00,-1444000000000.00,-2376500000000.00
2L203X203X25.4X9,152.00,19500.00,-1445700000000.00,-2379300000000.00
2L203X203X25.4X19,152.00,19500.00,-1447400000000.00,-2382100000000.00
2L203X203X22.2,134.00,17200.00,-1449100000000.00,-2384900000000.00
2L203X203X22.2X9,134.00,17200.00,-1450800000000.00,-2387700000000.00
2L203X203X22.2X19,134.00,17200.00,-1452500000000.00,-2390500000000.00
2L203X203X19,116.00,14800.00,-1454200000000.00,-2393300000000.00
2L203X203X19X9,116.00,14800.00,-1455900000000.00,-2396100000000.00
2L203X203X19X19,116.00,14800.00,-1457600000000.00,-2398900000000.00
2L203X203X15.9,97.40,12500.00,-1459300000000.00,-2401700000000.00
2L203X203X15.9X9,97.40,12500.00,-1461000000000.00,-2404500000000.00
2L203X203X15.9X19,97.40,12500.00,-1462700000000.00,-2407300000000.00
2L203X203X14.3,88.00,11300.00,-1464400000000.00,-2410100000000.00
2L203X203X14.3X9,88.00,11300.00,-1466100000000.00,-2412900000000.00
2L203X203X14.3X19,88.00,11300.00,-1467800000000.00,-2415700000000.00
2L203X203X12.7,78.60,10100.00,-1469500000000.00,-2418500000000.00
2L203X203X12.7X9,78.60,10100.00,-1471200000000.00,-2421300000000.00
2L203X203X12.7X19,78.60,10100.00,-1472900000000.00,-2424100000000.00
2L152X152X25.4,111.00,14200.00,-1474600000000.00,-2426900000000.00
2L152X152X25.4X9,111.00,14200.00,-1476300000000.00,-2429700000000.00
2L152X152X25.4X19,111.00,14200.00,-1478000000000.00,-2432500000000.00
2L152X152X22.2,98.60,12600.00,-1479700000000.00,-2435300000000.00
2L152X152X22.2X9,98.60,12600.00,-1481400000000.00,-2438100000000.00
2L152X152X22.2X19,98.60,12600.00,-1483100000000.00,-2440900000000.00
2L152X152X19,85.00,10900.00,-1484800000000.00,-2443700000000.00
2L152X152X19X9,85.00,10900.00,-1486500000000.00,-2446500000000.00
2L152X152X19X19,85.00,10900.00,-1488200000000.00,-2449300000000.00
2L152X152X15.9,72.00,9230.00,-1489900000000.00,-2452100000000.00
2L152X152X15.9X9,72.00,9230.00,-1491600000000.00,-2454900000000.00
2L152X152X15.9X19,72.00,9230.00,-1493300000000.00,-2457700000000.00
2L152X152X14.3,64.80,8320.00,-1495000000000.00,-2460500000000.00
2L152X152X14.3X9,64.80,8320.00,-1496700000000.00,-2463300000000.00
2L152X152X14.3X19,64.80,8320.00,-1498400000000.00,-2466100000000.00
2L152X152X12.7,58.00,7420.00,-1500100000000.00,-2468900000000.00
2L152X152X12.7X9,58.00,7420.00,-1501800000000.00,-2471700000000.00
2L152X152X12.7X19,58.00,7420.00,-1503500000000.00,-2474500000000.00
2L152X152X11.1,51.20,6580.00,-1505200000000.00,-2477300000000.00
2L152X152X11.1X9,51.20,6580.00,-1506900000000.00,-2480100000000.00
2L152X152X11.1X19,51.20,6580.00,-1508600000000.00,-2482900000000.00
2L152X152X9.5,44.40,5650.00,-1510300000000.00,-2485700000000.00
2L152X152X9.5X9,44.40,5650.00,-1512000000000.00,-2488500000000.00
2L152X152X9.5X19,44.40,5650.00,-1513700000000.00,-2491300000000.00
2L152X152X7.9,37.00,4740.00,-1515400000000.00,-2494100000000.00
2L152X152X7.9X9,37.00,4740.00,-1517100000000.00,-2496900000000.00
2L152X152X7.9X19,37.00,4740.00,-1518800000000.00,-2499700000000.00
2L127X127X22.2,80.60,10300.00,-1520500000000.00,-2502500000000.00
2L127X127X22.2X9,80.60,10300.00,-1522200000000.00,-2505300000000.00
2L127X127X22.2X19,80.60,10300.00,-1523900000000.00,-2508100000000.00
2L127X127X19,70.00,9030.00,-1525600000000.00,-2510900000000.00
2L127X127X19X9,70.00,9030.00,-1527300000000.00,-2513700000000.00
2L127X127X19X19,70.00,9030.00,-1529000000000.00,-2516500000000.00
2L127X127X15.9,59.20,7610.00,-1530700000000.00,-2519300000000.00
2L127X127X15.9X9,59.20,7610.00,-1532400000000.00,-2522100000000.00
2L127X127X15.9X19,59.20,7610.00,-1534100000000.00,-2524900000000.00
2L127X127X12.7,48.00,6180.00,-1535800000000.00,-2527700000000.00
2L127X127X12.7X9,48.00,6180.00,-1537500000000.00,-2530500000000.00
2L127X127X12.7X19,48.00,6180.00,-1539200000000.00,-2533300000000.00
2L127X127X11.1,42.40,5450.00,-1540900000000.00,-2536100000000.00
2L127X127X11.1X9,42.40,5450.00,-1542600000000.00,-2538900000000.00
2L127X127X11.1X19,42.40,5450.00,-1544300000000.00,-2541700000000.00
2L127X127X9.5,36.40,4710.00,-1546000000000.00,-2544500000000.00
2L127X127X9.5X9,36.40,4710.00,-1547700000000.00,-2547300000000.00
2L127X127X9.5X19,36.40,4710.00,-1549400000000.00,-2550100000000.00
2L127X127X7.9,30.60,3960.00,-1551100000000.00,-2552900000000.00
2L127X127X7.9X9,30.60,3960.00,-1552800000000.00,-2555700000000.00
2L127X127X7.9X19,30.60,3960.00,-1554500000000.00,-2558500000000.00
2L102X102X19,55.00,7030.00,-1556200000000.00,-2561300000000.00
2L102X102X19X9,55.00,7030.00,-1557900000000.00,-2564100000000.00
2L102X102X19X19,55.00,7030.00,-1559600000000.00,-2566900000000.00
2L102X102X15.9,46.80,5950.00,-1561300000000.00,-2569700000000.00
2L102X102X15.9X9,46.80,5950.00,-1563000000000.00,-2572500000000.00
2L102X102X15.9X19,46.80,5950.00,-1564700000000.00,-2575300000000.00
2L102X102X12.7,38.00,4840.00,-1566400000000.00,-2578100000000.00
2L102X102X12.7X9,38.00,4840.00,-1568100000000.00,-2580900000000.00
2L102X102X12.7X19,38.00,4840.00,-1569800000000.00,-2583700000000.00
2L102X102X11.1,33.40,4260.00,-1571500000000.00,-2586500000000.00
2L102X102X11.1X9,33.40,4260.00,-1573200000000.00,-2589300000000.00
2L102X102X11.1X19,33.40,4260.00,-1574900000000.00,-2592100000000.00
2L102X102X9.5,29.00,3690.00,-1576600000000.00,-2594900000000.00
2L102X102X9.5X9,29.00,3690.00,-1578300000000.00,-2597700000000.00
2L102X102X9.5X19,29.00,3690.00,-1580000000000.00,-2600500000000.00
2L102X102X7.9,24.20,3100.00,-1581700000000.00,-2603300000000.00
2L102X102X7.9X9,24.20,3100.00,-1583400000000.00,-2606100000000.00
2L102X102X7.9X19,24.20,3100.00,-1585100000000.00,-2608900000000.00
2L102X102X6.4,19.60,2490.00,-1586800000000.00,-2611700000000.00
2L102X102X6.4X9,19.60,2490.00,-1588500000000.00,-2614500000000.00
2L102X102X6.4X19,19.60,2490.00,-1590200000000.00,-2617300000000.00
2L89X89X12.7,32.80,4190.00,-1591900000000.00,-2620100000000.00
2L89X89X12.7X9,32.80,4190.00,-1593600000000.00,-2622900000000.00
2L89X89X12.7X19,32.80,4190.00,-1595300000000.00,-2625700000000.00
2L89X89X11.1,29.20,3730.00,-1597000000000.00,-2628500000000.00
2L89X89X11.1X9,29.20,3730.00,-1598700000000.00,-2631300000000.00
2L89X89X11.1X19,29.20,3730.00,-1600400000000.00,-2634100000000.00
2L89X89X9.5,25.20,3230.00,-1602100000000.00,-2636900000000.00
2L89X89X9.5X9,25.20,3230.00,-1603800000000.00,-2639700000000.00
2L89X89X9.5X19,25.20,3230.00,-1605500000000.00,-2642500000000.00
2L89X89X7.9,21.40,2710.00,-1607200000000.00,-2645300000000.00
2L89X89X7.9X9,21.40,2710.00,-1608900000000.00,-2648100000000.00
2L89X89X7.9X19,21.40,2710.00,-1610600000000.00,-2650900000000.00
2L89X89X6.4,17.20,2190.00,-1612300000000.00,-2653700000000.00
2L89X89X6.4X9,17.20,2190.00,-1614000000000.00,-2656500000000.00
2L89X89X6.4X19,17.20,2190.00,-1615700000000.00,-2659300000000.00
2L76X76X12.7,28.00,3560.00,-1617400000000.00,-2662100000000.00
2L76X76X12.7X9,28.00,3560.00,-1619100000000.00,-2664900000000.00
2L76X76X12.7X19,28.00,3560.00,-1620800000000.00,-2667700000000.00
2L76X76X11.1,24.80,3140.00,-1622500000000.00,-2670500000000.00
2L76X76X11.1X9,24.80,3140.00,-1624200000000.00,-2673300000000.00
2L76X76X11.1X19,24.80,3140.00,-1625900000000.00,-2676100000000.00
2L76X76X9.5,21.40,2720.00,-1627600000000.00,-2678900000000.00
2L76X76X9.5X9,21.40,2720.00,-1629300000000.00,-2681700000000.00
2L76X76X9.5X19,21.40,2720.00,-1631000000000.00,-2684500000000.00
2L76X76X7.9,18.20,2300.00,-1632700000000.00,-2687300000000.00
2L76X76X7.9X9,18.20,2300.00,-1634400000000.00,-2690100000000.00
2L76X76X7.9X19,18.20,2300.00,-1636100000000.00,-2692900000000.00
2L76X76X6.4,14.60,1860.00,-1637800000000.00,-2695700000000.00
2L76X76X6.4X9,14.60,1860.00,-1639500000000.00,-2698500000000.00
2L76X76X6.4X19,14.60,1860.00,-1641200000000.00,-2701300000000.00
2L76X76X4.8,11.00,1410.00,-1642900000000.00,-2704100000000.00
2L76X76X4.8X9,11.00,1410.00,-1644600000000.00,-2706900000000.00
2L76X76X4.8X19,11.00,1410.00,-1646300000000.00,-2709700000000.00
2L64X64X12.7,23.00,2920.00,-1648000000000.00,-2712500000000.00
2L64X64X12.7X9,23.00,2920.00,-1649700000000.00,-2715300000000.00
2L64X64X12.7X19,23.00,2920.00,-1651400000000.00,-2718100000000.00
2L64X64X9.5,17.60,2230.00,-1653100000000.00,-2720900000000.00
2L64X64X9.5X9,17.60,2230.00,-1654800000000.00,-2723700000000.00
2L64X64X9.5X19,17.60,2230.00,-1656500000000.00,-2726500000000.00
2L64X64X7.9,14.80,1880.00,-1658200000000.00,-2729300000000.00
2L64X64X7.9X9,14.80,1880.00,-1659900000000.00,-2732100000000.00
2L64X64X7.9X19,14.80,1880.00,-1661600000000.00,-2734900000000.00
2L64X64X6.4,12.20,1540.00,-1663300000000.00,-2737700000000.00
2L64X64X6.4X9,12.20,1540.00,-1665000000000.00,-2740500000000.00
2L64X64X6.4X19,12.20,1540.00,-1666700000000.00,-2743300000000.00
2L64X64X4.8,9.20,1160.00,-1668400000000.00,-2746100000000.00
2L64X64X4.8X9,9.20,1160.00,-1670100000000.00,-2748900000000.00
2L64X64X4.8X19,9.20,1160.00,-1671800000000.00,-2751700000000.00
2L51X51X9.5,14.00,1770.00,-1673500000000.00,-2754500000000.00
2L51X51X9.5X9,14.00,1770.00,-1675200000000.00,-2757300000000.00
2L51X51X9.5X19,14.00,1770.00,-1676900000000.00,-2760100000000.00
2L51X51X7.9,11.60,1500.00,-1678600000000.00,-2762900000000.00
2L51X51X7.9X9,11.60,1500.00,-1680300000000.00,-2765700000000.00
2L51X51X7.9X19,11.60,1500.00,-1682000000000.00,-2768500000000.00
2L51X51X6.4,9.40,1220.00,-1683700000000.00,-2771300000000.00
2L51X51X6.4X9,9.40,1220.00,-1685400000000.00,-2774100000000.00
2L51X51X6.4X19,9.40,1220.00,-1687100000000.00,-2776900000000.00
2L51X51X4.8,7.20,929.00,-1688800000000.00,-2779700000000.00
2L51X51X4.8X9,7.20,929.00,-1690500000000.00,-2782500000000.00
2L51X51X4.8X19,7.20,929.00,-1692200000000.00,-2785300000000.00
2L51X51X3.2,4.80,634.00,-1693900000000.00,-2788100000000.00
2L51X51X3.2X9,4.80,634.00,-1695600000000.00,-2790900000000.00
2L51X51X3.2X19,4.80,634.00,-1697300000000.00,-2793700000000.00
2L203X152X25.4LLBB,131.00,16900.00,-1699000000000.00,-2796500000000.00
2L203X152X25.4X9LLBB,131.00,16900.00,-1700700000000.00,-2799300000000.00
2L203X152X25.4X19LLBB,131.00,16900.00,-1702400000000.00,-2802100000000.00
2L203X152X22.2LLBB,116.00,14800.00,-1704100000000.00,-2804900000000.00
2L203X152X22.2X9LLBB,116.00,14800.00,-1705800000000.00,-2807700000000.00
2L203X152X22.2X19LLBB,116.00,14800.00,-1707500000000.00,-2810500000000.00
2L203X152X19LLBB,100.00,12900.00,-1709200000000.00,-2813300000000.00
2L203X152X19X9LLBB,100.00,12900.00,-1710900000000.00,-2816100000000.00
2L203X152X19X19LLBB,100.00,12900.00,-1712600000000.00,-2818900000000.00
2L203X152X15.9LLBB,84.40,10800.00,-1714300000000.00,-2821700000000.00
2L203X152X15.9X9LLBB,84.40,10800.00,-1716000000000.00,-2824500000000.00
2L203X152X15.9X19LLBB,84.40,10800.00,-1717700000000.00,-2827300000000.00
2L203X152X14.3LLBB,76.20,9810.00,-1719400000000.00,-2830100000000.00
2L203X152X14.3X9LLBB,76.20,9810.00,-1721100000000.00,-2832900000000.00
2L203X152X14.3X19LLBB,76.20,9810.00,-1722800000000.00,-2835700000000.00
2L203X152X12.7LLBB,68.20,8770.00,-1724500000000.00,-2838500000000.00
2L203X152X12.7X9LLBB,68.20,8770.00,-1726200000000.00,-2841300000000.00
2L203X152X12.7X19LLBB,68.20,8770.00,-1727900000000.00,-2844100000000.00
2L203X152X11.1LLBB,59.80,7740.00,-1729600000000.00,-2846900000000.00
2L203X152X11.1X9LLBB,59.80,7740.00,-1731300000000.00,-2849700000000.00
2L203X152X11.1X19LLBB,59.80,7740.00,-1733000000000.00,-2852500000000.00
2L203X102X25.4LLBB,111.00,14300.00,-1734700000000.00,-2855300000000.00
2L203X102X25.4X9LLBB,111.00,14300.00,-1736400000000.00,-2858100000000.00
2L203X102X25.4X19LLBB,111.00,14300.00,-1738100000000.00,-2860900000000.00
2L203X102X22.2LLBB,98.60,12600.00,-1739800000000.00,-2863700000000.00
2L203X102X22.2X9LLBB,98.60,12600.00,-1741500000000.00,-2866500000000.00
2L203X102X22.2X19LLBB,98.60,12600.00,-1743200000000.00,-2869300000000.00
2L203X102X19LLBB,85.40,11000.00,-1744900000000.00,-2872100000000.00
2L203X102X19X9LLBB,85.40,11000.00,-1746600000000.00,-2874900000000.00
2L203X102X19X19LLBB,85.40,11000.00,-1748300000000.00,-2877700000000.00
2L203X102X15.9LLBB,72.00,9230.00,-1750000000000.00,-2880500000000.00
2L203X102X15.9X9LLBB,72.00,9230.00,-1751700000000.00,-2883300000000.00
2L203X102X15.9X19LLBB,72.00,9230.00,-1753400000000.00,-2886100000000.00
2L203X102X14.3LLBB,65.20,8390.00,-1755100000000.00,-2888900000000.00
2L203X102X14.3X9LLBB,65.20,8390.00,-1756800000000.00,-2891700000000.00
2L203X102X14.3X19LLBB,65.20,8390.00,-1758500000000.00,-2894500000000.00
2L203X102X12.7LLBB,58.40,7480.00,-1760200000000.00,-2897300000000.00
2L203X102X12.7X9LLBB,58.40,7480.00,-1761900000000.00,-2900100000000.00
2L203X102X12.7X19LLBB,58.40,7480.00,-1763600000000.00,-2902900000000.00
2L203X102X11.1LLBB,51.20,6580.00,-1765300000000.00,-2905700000000.00
2L203X102X11.1X9LLBB,51.20,6580.00,-1767000000000.00,-2908500000000.00
2L203X102X11.1X19LLBB,51.20,6580.00,-1768700000000.00,-2911300000000.00
2L178X102X19LLBB,77.60,10000.00,-1770400000000.00,-2914100000000.00
2L178X102X19X9LLBB,77.60,10000.00,-1772100000000.00,-2916900000000.00
2L178X102X19X19LLBB,77.60,10000.00,-1773800000000.00,-2919700000000.00
2L178X102X15.9LLBB,65.40,8390.00,-1775500000000.00,-2922500000000.00
2L178X102X15.9X9LLBB,65.40,8390.00,-1777200000000.00,-2925300000000.00
2L178X102X15.9X19LLBB,65.40,8390.00,-1778900000000.00,-2928100000000.00
2L178X102X12.7LLBB,53.00,6770.00,-1780600000000.00,-2930900000000.00
2L178X102X12.7X9LLBB,53.00,6770.00,-1782300000000.00,-2933700000000.00
2L178X102X12.7X19LLBB,53.00,6770.00,-1784000000000.00,-2936500000000.00
2L178X102X11.1LLBB,46.80,5970.00,-1785700000000.00,-2939300000000.00
2L178X102X11.1X9LLBB,46.80,5970.00,-1787400000000.00,-2942100000000.00
2L178X102X11.1X19LLBB,46.80,5970.00,-1789100000000.00,-2944900000000.00
2L178X102X9.5LLBB,40.40,5160.00,-1790800000000.00,-2947700000000.00
2L178X102X9.5X9LLBB,40.40,5160.00,-1792500000000.00,-2950500000000.00
2L178X102X9.5X19LLBB,40.40,5160.00,-1794200000000.00,-2953300000000.00
2L152X102X22.2LLBB,81.00,10300.00,-1795900000000.00,-2956100000000.00
2L152X102X22.2X9LLBB,81.00,10300.00,-1797600000000.00,-2958900000000.00
2L152X102X22.2X19LLBB,81.00,10300.00,-1799300000000.00,-2961700000000.00
2L152X102X19LLBB,70.20,8970.00,-1801000000000.00,-2964500000000.00
2L152X102X19X9LLBB,70.20,8970.00,-1802700000000.00,-2967300000000.00
2L152X102X19X19LLBB,70.20,8970.00,-1804400000000.00,-2970100000000.00
2L152X102X15.9LLBB,59.60,7550.00,-1806100000000.00,-2972900000000.00
2L152X102X15.9X9LLBB,59.60,7550.00,-1807800000000.00,-2975700000000.00
2L152X102X15.9X19LLBB,59.60,7550.00,-1809500000000.00,-2978500000000.00
2L152X102X14.3LLBB,53.60,6840.00,-1811200000000.00,-2981300000000.00
2L152X102X14.3X9LLBB,53.60,6840.00,-1812900000000.00,-2984100000000.00
2L152X102X14.3X19LLBB,53.60,6840.00,-1814600000000.00,-2986900000000.00
2L152X102X12.7LLBB,48.20,6130.00,-1816300000000.00,-2989700000000.00
2L152X102X12.7X9LLBB,48.20,6130.00,-1818000000000.00,-2992500000000.00
2L152X102X12.7X19LLBB,48.20,6130.00,-1819700000000.00,-2995300000000.00
2L152X102X11.1LLBB,42.60,5390.00,-1821400000000.00,-2998100000000.00
2L152X102X11.1X9LLBB,42.60,5390.00,-1823100000000.00,-3000900000000.00
2L152X102X11.1X19LLBB,42.60,5390.00,-1824800000000.00,-3003700000000.00
2L152X102X9.5LLBB,36.60,4660.00,-1826500000000.00,-3006500000000.00
2L152X102X9.5X9LLBB,36.60,4660.00,-1828200000000.00,-3009300000000.00
2L152X102X9.5X19LLBB,36.60,4660.00,-1829900000000.00,-3012100000000.00
2L152X102X7.9LLBB,30.60,3910.00,-1831600000000.00,-3014900000000.00
2L152X102X7.9X9LLBB,30.60,3910.00,-1833300000000.00,-3017700000000.00
2L152X102X7.9X19LLBB,30.60,3910.00,-1835000000000.00,-3020500000000.00
2L152X89X12.7LLBB,45.40,5810.00,-1836700000000.00,-3023300000000.00
2L152X89X12.7X9LLBB,45.40,5810.00,-1838400000000.00,-3026100000000.00
2L152X89X12.7X19LLBB,45.40,5810.00,-1840100000000.00,-3028900000000.00
2L152X89X9.5LLBB,34.60,4440.00,-1841800000000.00,-3031700000000.00
2L152X89X9.5X9LLBB,34.60,4440.00,-1843500000000.00,-3034500000000.00
2L152X89X9.5X19LLBB,34.60,4440.00,-1845200000000.00,-3037300000000.00
2L152X89X7.9LLBB,29.00,3730.00,-1846900000000.00,-3040100000000.00
2L152X89X7.9X9LLBB,29.00,3730.00,-1848600000000.00,-3042900000000.00
2L152X89X7.9X19LLBB,29.00,3730.00,-1850300000000.00,-3045700000000.00
2L127X89X19LLBB,58.60,7550.00,-1852000000000.00,-3048500000000.00
2L127X89X19X9LLBB,58.60,7550.00,-1853700000000.00,-3051300000000.00
2L127X89X19X19LLBB,58.60,7550.00,-1855400000000.00,-3054100000000.00
2L127X89X15.9LLBB,49.80,6360.00,-1857100000000.00,-3056900000000.00
2L127X89X15.9X9LLBB,49.80,6360.00,-1858800000000.00,-3059700000000.00
2L127X89X15.9X19LLBB,49.80,6360.00,-1860500000000.00,-3062500000000.00
2L127X89X12.7LLBB,40.40,5160.00,-1862200000000.00,-3065300000000.00
2L127X89X12.7X9LLBB,40.40,5160.00,-1863900000000.00,-3068100000000.00
2L127X89X12.7X19LLBB,40.40,5160.00,-1865600000000.00,-3070900000000.00
2L127X89X9.5LLBB,30.80,3940.00,-1867300000000.00,-3073700000000.00
2L127X89X9.5X9LLBB,30.80,3940.00,-1869000000000.00,-3076500000000.00
2L127X89X9.5X19LLBB,30.80,3940.00,-1870700000000.00,-3079300000000.00
2L127X89X7.9LLBB,25.80,3300.00,-1872400000000.00,-3082100000000.00
2L127X89X7.9X9LLBB,25.80,3300.00,-1874100000000.00,-3084900000000.00
2L127X89X7.9X19LLBB,25.80,3300.00,-1875800000000.00,-3087700000000.00
2L127X89X6.4LLBB,20.80,2670.00,-1877500000000.00,-3090500000000.00
2L127X89X6.4X9LLBB,20.80,2670.00,-1879200000000.00,-3093300000000.00
2L127X89X6.4X19LLBB,20.80,2670.00,-1880900000000.00,-3096100000000.00
2L127X76X12.7LLBB,38.00,4840.00,-1882600000000.00,-3098900000000.00
2L127X76X12.7X9LLBB,38.00,4840.00,-1884300000000.00,-3101700000000.00
2L127X76X12.7X19LLBB,38.00,4840.00,-1886000000000.00,-3104500000000.00
2L127X76X11.1LLBB,33.60,4270.00,-1887700000000.00,-3107300000000.00
2L127X76X11.1X9LLBB,33.60,4270.00,-1889400000000.00,-3110100000000.00
2L127X76X11.1X19LLBB,33.60,4270.00,-1891100000000.00,-3112900000000.00
2L127X76X9.5LLBB,29.20,3690.00,-1892800000000.00,-3115700000000.00
2L127X76X9.5X9LLBB,29.20,3690.00,-1894500000000.00,-3118500000000.00
2L127X76X9.5X19LLBB,29.20,3690.00,-1896200000000.00,-3121300000000.00
2L127X76X7.9LLBB,24.40,3110.00,-1897900000000.00,-3124100000000.00
2L127X76X7.9X9LLBB,24.40,3110.00,-1899600000000.00,-3126900000000.00
2L127X76X7.9X19LLBB,24.40,3110.00,-1901300000000.00,-3129700000000.00
2L127X76X6.4LLBB,19.60,2500.00,-1903000000000.00,-3132500000000.00
2L127X76X6.4X9LLBB,19.60,2500.00,-1904700000000.00,-3135300000000.00
2L127X76X6.4X19LLBB,19.60,2500.00,-1906400000000.00,-3138100000000.00
2L102X89X12.7LLBB,35.20,4520.00,-1908100000000.00,-3140900000000.00
2L102X89X12.7X9LLBB,35.20,4520.00,-1909800000000.00,-3143700000000.00
2L102X89X12.7X19LLBB,35.20,4520.00,-1911500000000.00,-3146500000000.00
2L102X89X9.5LLBB,27.00,3460.00,-1913200000000.00,-3149300000000.00
2L102X89X9.5X9LLBB,27.00,3460.00,-1914900000000.00,-3152100000000.00
2L102X89X9.5X19LLBB,27.00,3460.00,-1916600000000.00,-3154900000000.00
2L102X89X7.9LLBB,22.80,2900.00,-1918300000000.00,-3157700000000.00
